,1,2,3,4,5,6,7,8,9
drinking,3,4,3,3,0,1,0,0,2
helloween,0,0,0,0,0,0,0,0,0
cobblestone,0,0,0,0,0,0,0,0,0
cynical,2,3,2,2,0,0,0,1,0
canteloup,0,0,0,0,0,0,0,0,0
gatt,0,0,0,0,0,0,0,0,0
short',0,0,0,0,0,0,0,0,0
roids,0,0,0,0,0,0,0,0,0
stone,0,0,0,0,0,0,0,0,0
macular,0,0,0,0,0,0,0,0,0
smuggling,0,0,0,0,0,0,0,0,0
advisers,0,0,0,0,0,0,0,0,0
animate,0,0,0,0,0,0,0,0,0
heathcliff,0,0,0,0,0,0,0,0,0
bamford,0,0,0,0,0,0,0,0,0
enthusiastic,0,0,0,0,0,0,0,0,0
mainly,0,0,0,0,0,0,0,0,0
capybara,0,0,0,0,0,0,0,0,0
imperial,0,0,0,0,0,0,0,0,0
drat,0,0,0,0,0,0,0,0,0
conjur,0,0,0,0,0,0,0,0,0
edison,0,0,0,0,0,0,0,0,0
peta,0,0,0,0,0,0,0,0,0
kracken,0,0,0,0,0,0,0,0,0
challen,0,0,0,0,0,0,0,0,0
statistics,0,0,0,0,0,0,0,0,0
outback,0,3,0,1,0,0,2,0,0
engineering,0,0,0,0,0,0,0,0,0
joule,0,0,0,0,0,0,0,0,0
feethandsteeth,0,0,0,0,0,0,0,0,0
lanky,0,0,0,0,0,0,0,0,0
northkorea,0,0,0,0,0,0,0,0,0
wait,2,3,2,1,1,1,2,0,1
nelly,0,0,0,0,0,0,0,0,0
livingtogether,4,0,4,2,4,3,0,0,3
mournful,2,0,1,1,2,3,0,4,1
vengences,1,1,0,1,0,0,0,2,0
bacterial,0,0,0,0,0,0,0,0,0
taped,0,2,0,0,1,0,0,0,0
glazing,0,0,0,0,0,0,0,0,0
slavage,0,2,0,0,1,0,0,0,0
blackice,0,0,0,0,0,0,0,0,0
amplify,1,0,1,0,0,0,0,1,1
seasame,0,0,0,0,0,0,0,0,0
cloud cover,0,0,0,0,0,0,0,0,0
clipped,1,0,1,0,0,0,0,0,1
mame,0,0,0,0,0,0,0,0,0
resturaunt,0,0,0,0,0,0,0,0,0
fastlastblastcastmast,0,0,0,0,0,0,0,0,0
thunderstorm,0,0,0,0,0,0,0,0,0
biz,2,0,0,1,0,0,0,1,0
shooting star,0,0,0,0,0,0,0,0,0
behave,0,0,0,0,0,0,0,0,0
tigerts,0,0,0,0,0,0,0,0,0
ford,0,1,0,1,0,0,1,0,1
percocity,0,0,0,0,0,0,0,0,0
cletus,0,0,0,0,0,0,0,0,0
biriany,0,0,0,0,0,0,0,0,0
vegetarian,0,0,0,0,0,0,0,0,0
tofu,0,0,0,0,0,0,0,0,0
pollen,0,0,0,0,0,0,0,0,0
sleepwalk,0,0,0,0,0,0,0,0,0
pbs,0,0,0,0,0,0,0,0,0
notice,0,0,0,2,0,0,0,0,0
south korea,0,0,0,0,0,0,0,0,0
redface,0,0,0,0,0,0,0,0,0
and,0,0,0,0,0,0,0,0,0
fop,0,0,0,0,0,0,0,0,0
antipathy,2,2,1,2,1,0,1,1,1
ashley,0,0,0,0,0,0,0,0,0
finfer,0,0,0,0,0,0,0,0,0
shares,0,2,0,0,0,0,0,0,0
sandcastle,0,0,0,0,0,0,0,0,0
targets,1,1,0,0,0,0,2,0,1
slashing,0,0,0,3,0,0,0,2,0
claddaughs,0,0,1,0,2,2,0,0,0
lear,0,0,0,0,0,0,0,0,0
waterhose,0,0,0,0,0,0,0,0,0
waterballoon,0,0,0,0,0,0,0,0,0
puns,0,0,0,0,0,0,0,0,0
incoming,2,1,2,0,0,0,0,0,0
bjorn,0,0,0,0,0,0,0,0,0
summertime,0,2,0,2,0,0,1,0,0
expenses,0,0,0,0,0,0,0,0,0
predicament,1,1,1,2,1,1,2,2,1
at-home,2,0,2,0,2,0,0,0,2
monterey,0,0,0,0,0,0,0,0,0
fantastical,0,0,0,0,0,0,0,0,0
vibrant,0,0,0,0,0,0,0,0,0
pans,0,3,0,1,1,1,0,0,0
catamara,0,0,0,0,0,0,0,0,0
unicorn,0,0,0,0,0,0,0,0,0
pylons,0,0,0,0,0,0,0,0,0
liberty,0,0,0,0,0,0,0,0,0
maid,0,0,0,0,0,0,0,0,0
chocolates,0,0,0,0,0,0,0,0,0
stormdrain,0,0,0,0,0,0,0,0,0
replay,1,1,1,1,1,1,1,1,1
seaside,0,0,0,0,0,0,0,0,0
homophobic,0,0,0,0,0,0,0,0,0
remarkable,0,0,0,0,0,0,0,0,0
their,0,0,0,0,0,0,0,0,0
firemen,0,0,0,0,0,0,0,0,0
mayberry,0,0,0,0,0,0,0,0,0
bullseye,0,0,0,0,0,0,0,0,0
announce,1,2,0,0,0,0,0,2,0
oldperson,0,0,0,0,0,0,0,1,0
stole,0,0,0,0,0,0,0,0,0
passover,0,0,0,0,0,0,0,0,0
$500,0,0,0,0,0,0,0,0,0
shrewd,0,0,0,0,0,0,0,0,0
indescribable,1,0,1,1,0,0,0,0,0
beard,0,0,0,0,0,0,0,0,0
snoke,0,0,0,0,0,0,0,0,0
glissandos,0,0,0,0,0,0,0,1,0
titles,1,0,0,0,1,0,0,0,0
solstice,0,0,0,0,0,0,0,0,0
stucture,0,2,0,0,0,0,0,1,0
batting,0,0,0,0,0,0,0,0,0
sequins,0,0,0,0,0,0,0,0,0
latetletter,0,0,0,0,2,2,0,0,0
witness,2,4,2,1,1,0,0,2,0
thanksgiving,0,0,0,0,0,0,0,0,0
fragrance,0,0,0,0,0,0,0,0,0
gem,0,0,0,0,0,0,0,0,0
bars,1,2,1,1,0,1,0,0,1
sermon,0,0,0,0,0,0,0,2,0
cognition,1,0,1,0,1,2,0,0,1
beverage,2,4,2,2,1,2,0,0,2
boson,0,0,0,0,0,0,0,0,0
unappreciated,1,0,1,0,0,0,0,0,0
sensitivity,3,0,2,2,0,2,0,0,1
states,0,0,0,0,0,0,0,0,0
curves,0,0,2,1,0,0,2,0,2
rumps,0,0,0,0,0,0,0,0,0
virtues,1,3,0,1,0,0,0,0,0
proverb,0,0,0,0,0,0,0,0,0
whereas,0,0,0,0,0,0,0,0,0
upperclass,0,0,0,0,0,0,0,0,0
tolerate,2,0,0,1,0,0,0,0,1
happenings,0,2,0,0,0,0,0,1,0
resting,2,1,0,2,0,0,0,0,0
contestants,0,0,0,0,0,0,0,0,0
parmesa,0,0,0,0,0,0,0,0,0
wa,0,0,0,0,0,0,0,0,0
cling,2,0,0,1,0,0,0,0,0
flooring,2,0,0,0,0,0,0,0,0
adding,0,0,0,0,0,0,0,0,0
bullies,1,2,0,0,0,0,2,0,0
bellow,2,0,2,0,0,0,0,0,0
pathos,2,2,0,1,1,0,0,3,1
arc de triomphe,0,0,0,0,0,0,0,0,0
smear,1,1,1,1,1,0,0,1,0
yamball,0,0,0,0,0,0,0,0,0
drip,1,1,0,1,0,0,1,0,1
uninteresting,1,0,0,0,1,1,0,0,0
carbondioxide,0,0,0,0,0,0,0,0,0
remnant,0,3,0,1,4,0,0,1,0
gangs,1,2,0,1,0,0,0,2,0
bost,0,0,0,0,0,0,0,0,0
cilantro,0,0,0,0,0,0,0,0,0
whatsup,0,0,0,0,0,0,0,0,0
letters,1,0,0,0,2,3,0,0,0
hackers,0,0,0,0,0,0,0,0,0
yourself,0,0,0,0,0,0,0,0,0
hustle,0,0,0,0,0,0,0,0,0
neighborhood,1,0,0,2,1,0,2,2,1
sheeo,0,0,0,0,0,0,0,0,0
climat,0,0,0,0,0,0,0,0,0
durable,0,0,0,0,0,0,0,0,0
runescape,0,0,0,0,0,0,0,0,0
breath,1,3,1,3,2,0,0,2,2
kasuga,0,0,0,0,0,0,0,0,0
linecapture,0,0,0,0,0,0,0,0,0
hardhat,0,0,0,0,0,0,0,0,0
grinder,0,0,0,0,0,0,0,0,0
ragna,0,0,0,0,0,0,0,0,0
pony,0,0,0,0,0,0,0,0,0
smil,0,0,0,0,0,0,0,0,0
blackboard,0,0,0,0,0,0,0,0,0
rna,0,0,0,0,0,0,0,0,0
prestidigitation,0,0,0,0,0,0,0,0,0
among,0,1,0,1,0,0,0,1,0
dumped,1,4,0,2,2,0,0,1,0
despai,2,0,0,3,1,0,0,2,2
yartz,0,0,0,0,0,0,0,0,0
nao,0,0,0,0,0,0,0,0,0
mohawk,0,0,0,0,0,0,0,0,0
predators,1,3,0,1,0,0,2,0,1
implant,0,0,0,0,0,0,0,0,0
driveway,0,0,0,0,0,0,0,0,0
imtired,0,0,0,0,0,0,0,0,0
connections,1,2,0,1,0,0,0,2,0
icewater,0,2,0,1,0,0,0,0,0
righteousness,3,2,0,2,0,0,0,2,0
olympis,0,0,0,0,0,0,0,0,0
vise,0,0,0,0,0,0,0,0,0
underscore,0,0,0,0,0,3,0,0,0
husbend,4,3,4,3,4,3,0,0,4
stilts,0,0,0,0,0,0,0,0,0
icorrect,0,0,0,0,0,0,0,0,0
while,1,1,1,1,1,1,1,1,1
ci,0,0,0,0,0,0,0,0,0
aloft,0,2,0,0,0,0,0,0,0
logflume,0,0,0,0,0,0,0,0,0
urine,0,0,0,0,0,0,0,0,0
gaot,0,0,0,0,0,0,0,0,0
cleebration,0,0,0,0,0,0,0,0,0
boxoffice,0,0,0,0,0,0,0,0,0
buses,0,0,0,0,0,0,0,0,0
prograde,0,0,0,0,0,0,0,0,0
gator,0,0,0,0,0,0,0,0,0
mindhunter,0,0,0,0,0,0,0,0,0
britishairways,0,0,0,0,0,0,0,0,0
longbow,0,0,0,0,0,0,0,0,0
aye,0,0,0,0,0,0,0,0,0
puberty,0,0,0,0,0,0,0,0,0
mojitos,0,0,0,0,0,0,0,0,0
greta,0,0,0,0,0,0,0,0,0
rollers,0,0,0,0,0,0,0,0,0
africs,0,0,0,0,0,0,0,0,0
operer,0,0,0,0,0,0,0,0,0
squirrel,0,0,0,0,0,0,0,0,0
rever,0,0,0,0,0,0,0,0,0
parker,0,0,0,0,0,0,0,0,0
talk hot tub,0,0,0,0,0,0,0,0,0
celebrations,0,0,0,0,0,0,0,0,0
moving on,0,0,1,1,2,3,0,3,2
stargazing,0,1,0,1,0,0,1,0,0
olive oil,0,0,0,0,0,0,0,0,0
snuck,0,0,0,0,0,0,0,0,0
mellow,1,2,1,1,0,2,0,0,0
twenty-five,0,0,0,0,0,0,0,0,0
lyrics,0,0,0,0,0,0,0,0,0
pompeii,0,0,0,0,0,0,0,0,0
wonton,0,0,0,0,0,0,0,0,0
aerobic,0,0,0,0,0,0,0,0,0
turbulence,3,1,2,2,1,0,3,2,3
expexted,0,0,0,0,0,0,0,0,0
onw,0,0,0,0,0,0,0,0,0
antioxidant,0,0,0,0,0,0,0,0,0
ikind,0,0,0,0,0,0,0,0,0
paladin,0,0,0,0,0,0,0,0,0
explosion,3,0,2,0,0,0,0,0,0
dosk,0,0,0,0,0,0,0,0,0
hermitcrab,0,0,0,0,0,0,0,0,0
guards,0,2,0,0,0,0,0,2,0
fie,0,0,0,0,0,0,0,0,0
futures,0,0,0,0,1,0,0,1,1
baptism,0,0,0,0,0,0,0,1,0
diagnal,0,0,0,0,0,0,0,0,0
matte,0,0,0,0,0,0,0,0,0
bodypillow,0,0,0,0,0,0,0,0,0
format,0,0,0,0,0,0,0,0,0
tillicum,0,0,0,0,0,0,0,0,0
ergo,0,0,0,0,0,0,0,0,0
somme,0,0,0,0,0,0,0,0,0
peridot,0,0,0,0,0,0,0,0,0
agnostic,0,0,0,0,0,0,0,0,0
iced,0,0,0,0,0,0,0,0,0
parkour,0,0,0,0,0,0,0,0,0
fescue,1,0,0,1,0,0,1,0,0
patella,0,0,0,0,0,0,0,0,0
yuen,0,0,0,0,0,0,0,0,0
majestic,0,1,0,1,0,0,1,0,0
fundraising,0,0,0,0,0,0,0,0,0
resistance,2,2,0,2,0,0,1,0,0
trow,0,0,0,0,0,0,0,0,0
atkins,0,0,0,0,0,0,0,0,0
hydrocortisone,0,0,0,0,0,0,0,0,0
amalgam,0,0,0,0,0,0,0,0,0
prosecutor,0,0,0,0,0,0,0,2,0
libel,0,0,0,0,0,0,0,0,0
aa,1,1,1,1,0,0,0,0,1
recessive,0,0,0,0,0,0,0,0,0
photosynthesis,0,0,0,0,0,0,0,0,0
secrete,0,0,0,0,0,0,0,0,0
hotel hell,0,0,0,0,0,0,0,0,0
enjoyable,0,1,0,0,0,1,0,0,0
vastness,0,1,0,2,0,0,2,0,0
raving,2,0,0,0,0,0,0,0,0
acclaim,0,0,0,0,0,0,0,0,0
scence,0,0,0,0,0,0,0,0,0
saturn,0,0,0,0,0,0,0,0,0
pains,2,0,0,0,1,0,0,2,1
pak,0,0,0,0,0,0,0,0,0
parsnip,0,0,0,0,0,0,0,0,0
shrink,0,0,0,0,0,0,0,0,0
puffins,0,0,0,0,0,0,0,0,0
handbook,0,0,0,0,0,0,0,0,0
reaches,0,2,1,1,0,0,0,0,1
hook,0,0,0,0,0,0,0,0,0
veto,0,0,0,0,0,0,0,0,0
beguiled,0,0,0,0,0,0,0,0,0
minimum,0,0,0,0,0,0,0,0,0
expanse,0,0,0,1,0,0,2,0,0
dumber,0,0,0,0,0,0,0,0,0
snd,0,0,0,0,0,0,0,0,0
military,0,0,0,0,0,0,0,0,0
exclaim,0,0,0,0,0,0,0,0,0
crochet,0,0,0,0,0,0,0,0,0
carb,0,0,0,0,0,0,0,0,0
oh,0,0,0,0,0,0,0,0,0
oisophagus,0,0,0,0,0,0,0,0,0
phont,2,4,2,0,0,0,0,0,0
minnow,0,3,0,2,0,0,1,0,0
discotheque,0,0,0,0,0,0,0,0,0
ciggarate,3,0,0,0,0,0,0,0,0
pringles,0,0,0,0,0,0,0,0,0
cutter,0,0,0,2,2,0,0,0,0
muse,2,0,1,1,2,0,0,0,0
therapist,0,0,0,0,0,0,0,0,0
effigy,0,0,0,0,0,0,0,0,0
greed,0,0,0,0,0,0,0,0,0
keeping,0,2,0,0,0,1,0,0,0
glassware,2,1,0,0,0,0,0,0,2
red circle,0,0,0,0,0,0,0,0,0
escaltor,0,0,0,0,0,0,0,0,0
open-minded,0,0,0,0,0,0,0,0,0
ball;,0,0,0,0,0,0,0,0,0
postbox,0,0,0,0,0,0,0,0,0
everywhere,0,0,0,0,0,0,0,0,0
lifting,0,3,0,0,0,0,0,0,0
willferrel,0,0,0,0,0,0,0,0,0
reverberate,1,0,1,0,0,0,0,1,0
spells,0,0,0,0,0,0,0,0,0
surge,0,2,0,2,0,0,1,0,2
crampon,0,0,0,0,0,0,0,0,0
skeptical,2,1,1,2,0,0,0,0,0
powdery,0,0,0,0,0,0,0,0,0
maroom,0,0,0,0,0,0,0,0,0
ralax,0,0,0,3,0,0,0,0,0
narcissus,0,0,0,0,0,0,0,0,0
jeams,0,0,0,0,0,0,0,0,0
umpire,0,0,0,0,0,0,0,0,0
sniffing,0,0,0,0,0,0,0,0,0
whoop,0,0,0,0,0,0,0,0,0
david,0,0,0,0,0,0,0,0,0
bacn,0,0,0,0,0,0,0,0,0
solved,1,1,1,0,2,0,0,3,0
till,0,2,0,0,0,0,0,0,0
articel,3,1,0,0,3,0,0,0,0
messile,0,0,0,0,0,0,0,0,0
surprise,1,0,0,0,0,0,0,1,0
retrospect,1,0,1,0,2,0,0,0,0
dining,4,2,1,2,2,2,0,0,0
buck,0,0,0,0,0,0,0,0,0
amend,0,0,0,0,0,0,0,0,0
strain,3,2,2,2,1,1,2,1,2
krab,0,0,0,0,0,0,0,0,0
vents,3,2,1,1,0,0,0,1,1
snitches,1,3,1,1,0,0,0,2,0
places,1,3,1,3,2,2,3,2,0
cinch,0,0,0,0,0,0,0,0,0
wench,0,3,0,2,0,0,2,0,0
unable,2,0,1,1,0,0,2,1,0
myocarditis,0,0,0,0,0,0,0,0,0
ww2,0,0,0,0,0,0,0,0,0
ev,0,0,0,2,0,0,0,0,0
venasaur,0,0,0,0,0,0,0,0,0
cal,0,0,0,0,0,0,0,0,0
symbolism,2,0,0,3,2,0,2,2,3
slope,0,1,0,0,0,0,0,0,0
arid,0,0,0,0,0,0,0,0,0
franklin,0,0,0,0,0,0,0,0,0
push,2,0,1,1,0,0,1,0,3
borahae,0,0,0,0,0,0,0,0,0
rods,0,3,0,2,0,0,1,0,0
lamb,0,2,0,2,0,0,0,2,0
ice pop,0,0,0,0,0,0,0,0,0
waft,0,0,0,1,0,0,0,1,0
vortex,0,2,0,3,0,0,0,0,3
animated,0,1,0,0,0,0,0,0,0
affogato,0,0,0,0,0,0,0,0,0
sequester,0,2,0,0,0,0,0,0,0
tweezer,0,0,0,0,0,0,0,0,0
visage,1,1,0,2,0,0,0,1,0
construct,1,2,0,0,3,0,0,0,0
paleo,0,0,0,0,0,0,0,0,0
proving,0,0,0,0,1,0,0,2,0
responsibilities,0,3,1,0,3,2,0,0,0
amsterdam,0,0,0,0,0,0,0,0,0
accompolish,0,0,0,0,0,0,0,0,0
documentary,0,0,0,0,0,0,0,0,0
utterly,0,0,0,0,0,0,0,0,0
cables,0,2,0,0,0,0,0,0,0
meter,0,0,0,0,0,0,0,3,0
australian,0,0,0,0,0,0,0,0,0
sundry,0,2,0,1,0,1,0,0,0
drains,4,2,0,1,0,0,0,0,2
habitat,0,2,0,1,0,0,1,0,0
dove,0,1,0,1,0,0,1,1,0
werewolf,0,0,0,0,0,0,0,0,0
pengin,0,0,0,0,0,0,0,0,0
saturday,0,0,0,0,0,0,0,0,0
obedience,0,1,0,0,0,0,0,0,0
stopping,0,2,0,1,0,0,0,0,0
an,0,0,0,0,0,0,0,0,0
anxieety,0,0,2,3,0,0,3,0,0
clams,0,0,0,0,0,0,0,0,0
supposedly,0,2,0,0,0,0,0,0,0
trannies,0,0,0,0,0,0,0,0,0
bankrupt,0,0,0,0,0,0,0,0,0
execute,0,0,0,0,0,0,0,0,0
mountains,0,3,0,1,0,0,2,0,0
tahiti,0,0,0,0,0,0,0,0,0
audi,0,0,0,0,0,0,0,0,0
trenton,0,0,0,0,0,0,0,0,0
pixxa,0,0,0,0,0,0,0,0,0
grassland,0,0,0,0,0,0,0,0,0
abroad,0,0,0,0,0,0,0,0,0
conneticut,0,0,0,0,0,0,0,0,0
clientele,0,0,0,0,0,0,0,0,0
curds,0,0,0,0,0,0,0,0,0
kind,0,2,0,0,0,0,0,0,0
hops,0,0,0,0,0,0,0,0,0
permeate,0,0,0,2,0,0,0,0,0
freezing,0,2,0,0,0,0,0,0,0
happywas,0,0,0,0,0,0,0,0,0
canon,0,0,0,0,0,0,0,0,0
pacifier,0,0,0,0,0,0,0,0,0
sibilings,0,1,0,0,0,0,0,0,0
emigration,0,0,0,0,0,0,0,0,0
angel,0,0,0,0,0,1,0,2,0
peninsulas,0,0,0,0,0,0,0,0,0
enunciate,0,0,0,0,0,0,0,0,0
runnign,0,0,0,0,0,0,0,0,0
realise,0,0,0,0,0,0,0,0,0
tikka,0,0,0,0,0,0,0,0,0
saint,0,0,0,0,0,0,0,1,0
waving,0,0,0,0,0,0,2,0,0
torrent,0,2,0,2,0,0,1,0,2
cuddling,0,0,2,0,0,0,0,0,0
colar,0,0,0,0,0,0,0,0,0
judgemental,3,0,0,0,0,0,0,0,0
solicitor,1,2,2,1,1,0,0,2,0
subdivision,0,0,0,0,0,0,1,0,0
foams,0,1,0,1,0,0,1,0,0
zoolology,0,3,0,2,0,0,1,0,0
porn,0,0,3,0,0,0,0,0,3
complet,0,0,0,0,2,0,0,0,0
louder,1,0,2,0,0,0,0,0,0
portugual,0,0,0,0,0,0,0,0,0
cosplay,0,0,0,0,0,0,0,0,0
shoots,0,0,0,0,0,0,0,0,0
cabins,0,3,1,1,0,0,1,0,0
mysteries,2,3,1,1,0,0,0,1,0
greavy,2,3,2,2,1,0,0,0,0
capsid,0,0,0,0,0,0,0,0,0
objectification,1,3,1,1,0,0,3,0,2
behavior,3,4,3,2,2,1,2,2,3
velocity,0,0,0,0,0,0,3,0,0
housing,0,0,0,0,2,0,2,0,2
seducing,0,0,3,0,0,0,3,0,2
big apple,0,0,0,0,0,0,0,0,0
kisses,0,0,1,0,0,0,0,0,1
towtruck,0,0,0,0,0,0,0,0,0
hypnosis,0,0,0,0,0,0,0,0,0
fishoil,0,2,0,1,0,0,0,0,0
snatch,0,3,1,0,0,0,0,0,0
benders,2,3,2,2,0,0,0,0,2
reverend,0,0,0,0,0,0,0,2,0
chocice,0,3,2,2,0,0,0,0,0
pieces,1,2,0,0,3,0,0,1,0
putting,0,2,0,1,3,0,0,0,0
geograph,0,1,0,1,0,0,2,0,0
republick,0,0,0,0,0,0,0,0,0
grind,0,0,0,0,1,0,0,0,0
headphoners,0,0,0,0,0,0,0,0,0
lofty,0,0,0,0,0,0,0,0,0
networking,0,1,0,0,0,0,0,0,0
fungus,0,0,0,0,0,0,0,0,0
cagool,0,0,0,0,0,0,0,0,0
respects,0,0,0,0,0,0,0,3,0
frontier,0,2,0,1,0,0,0,0,0
exploring,0,3,0,1,0,0,0,0,0
motorcycle,0,0,0,0,0,0,0,0,0
materials,0,2,0,1,0,0,0,0,0
inhale,2,0,1,0,0,0,0,0,0
plausible,2,3,0,2,0,0,0,1,0
east,0,0,0,0,0,0,0,0,0
bigotry,0,0,0,0,0,0,0,0,0
focaccia,0,0,0,0,0,0,0,0,0
integrate,0,0,0,0,0,0,0,0,0
tangible,1,2,0,1,2,0,0,0,0
bulbasaur,0,0,0,0,0,0,0,0,0
cantaloupe,0,0,0,0,0,0,0,0,0
snowwhite,0,0,0,0,0,0,0,0,0
knowlegable,3,1,1,2,1,0,0,1,0
far,2,2,0,1,0,0,1,0,0
seventy,0,0,0,0,0,0,0,0,0
renaissance,0,0,0,0,0,0,0,0,0
revolting,1,3,0,2,0,0,0,1,0
publishing,1,0,0,1,2,0,0,1,0
kicken,0,0,0,0,0,0,0,0,0
quilting,0,0,0,0,0,0,0,0,0
lifeboat,0,0,0,0,0,0,0,0,0
appropriate,0,0,0,0,0,0,0,0,0
ruine,0,0,0,0,0,0,0,0,0
vakation,0,3,1,1,0,0,1,0,0
gilette,0,0,2,0,2,1,0,0,0
hell,1,0,3,0,0,0,0,0,0
chai,0,0,0,0,0,0,0,0,0
excursions,0,3,1,1,0,0,0,0,0
flying,0,0,0,0,0,0,0,0,0
elimination,2,3,0,2,0,0,0,1,0
unfathomable,2,1,0,1,0,0,1,0,0
regimented,0,0,0,0,0,0,0,0,0
malice,1,3,0,2,0,0,0,1,0
contraband,0,0,0,0,0,0,0,0,0
atrocity,1,3,0,2,0,0,0,1,0
lampshade,0,0,0,0,0,0,0,0,0
beat,0,0,0,0,0,0,0,0,0
consumerism,0,0,0,0,0,0,0,0,0
beethoven,0,0,0,0,0,0,0,0,0
rocket man,0,0,0,0,0,0,0,0,0
airplant,0,0,0,0,0,0,0,0,0
blister,0,0,0,0,0,0,0,0,0
oppint,0,0,0,0,0,0,0,0,0
sponsor,0,0,0,0,0,0,0,0,0
gummy,0,0,0,0,0,0,0,0,0
risen,0,0,0,0,0,0,0,0,0
muscles,2,0,2,1,0,0,0,0,2
pasta,0,0,0,0,0,0,0,0,0
pirate,0,0,0,0,0,0,0,0,0
longer,0,0,0,0,0,0,0,0,0
sacrament,0,0,0,0,0,0,0,3,0
ragu,0,0,0,0,0,0,0,0,0
poptart,0,0,0,0,0,0,0,0,0
ytap,0,0,0,0,0,0,0,0,0
babe,0,0,2,1,0,0,2,0,3
ennui,3,0,1,2,2,1,0,0,0
bride,0,0,0,0,0,0,0,0,0
mathematics,0,0,0,0,0,0,0,0,0
dale,0,0,0,0,0,0,0,0,0
romeo,0,0,0,0,0,0,0,0,0
animlas,0,0,0,0,0,0,0,0,0
mog,0,0,0,0,0,0,0,0,0
covid-19,0,0,0,0,0,0,0,0,0
huge,0,0,0,0,0,0,0,0,0
webcam,0,0,0,0,0,0,0,0,0
isms,0,0,0,0,0,0,0,0,0
yap,0,2,0,0,0,0,0,0,0
vegtable,0,2,0,0,0,1,0,0,0
ruth,0,0,0,0,0,0,0,0,0
miss,0,0,0,0,0,0,0,0,0
don't,3,0,0,2,0,2,0,0,0
euphoric,0,0,0,0,0,0,0,0,0
atmoshpere,2,2,0,2,0,0,0,3,2
yorkshire,0,0,0,0,0,0,0,0,0
carbohydrate,0,2,0,0,0,1,0,0,0
soda,0,0,0,0,0,0,0,0,0
mischief,0,2,0,1,0,0,0,0,0
new mexico,0,0,0,0,0,0,0,0,0
tangy,0,0,0,0,0,0,0,0,0
known,0,0,0,0,0,0,0,2,0
fenced,0,0,0,0,0,0,0,0,0
realmonsters,0,0,0,0,0,0,0,0,0
resent,3,0,1,2,1,0,0,0,0
merge,0,0,0,0,0,0,0,0,0
preacher,0,0,0,0,0,0,0,3,0
pleasure,0,1,2,1,0,0,0,0,3
percentile,0,0,0,0,0,0,0,0,0
chatrger,0,0,0,0,0,0,0,0,0
hattery,0,0,0,0,0,2,0,0,0
graphics,0,0,0,0,0,0,0,0,0
telluride,0,0,0,0,0,0,0,0,0
crusade,0,0,0,0,0,0,0,0,0
crazily,0,0,0,0,0,0,0,0,0
thrunder,0,0,0,0,0,0,0,0,0
literature,0,0,0,0,0,0,0,0,0
introduction,1,0,0,0,0,0,0,0,0
tuna,0,0,0,0,0,0,0,0,0
lighthouse,0,0,0,0,0,0,0,0,0
planets,0,0,0,0,0,0,0,0,0
icy,0,2,0,0,0,0,0,0,0
premises,0,0,0,0,0,0,0,0,0
dodecahedron,0,0,0,0,0,0,0,0,0
thine,0,0,0,0,0,0,0,0,0
solar system,0,0,0,0,0,0,0,0,0
batteries,0,0,0,0,0,0,0,0,0
adorable,0,0,0,0,0,0,0,0,0
charles,0,0,0,0,0,0,0,0,0
accountable,3,3,2,2,1,0,0,1,2
provide,0,0,0,0,0,0,0,0,0
assorted,0,0,0,0,0,0,0,0,0
grenada,0,0,0,0,0,0,0,0,0
surroundings,0,2,0,2,0,0,2,1,0
wineries,0,0,0,0,0,0,0,0,0
sense,2,0,1,2,0,1,2,1,2
oppresion,2,0,1,2,0,0,0,0,2
walkies,0,0,0,0,0,0,0,0,0
mean,3,3,0,2,0,0,0,0,2
lecturer,0,0,0,0,0,0,0,0,0
teachers,0,1,0,0,0,0,0,0,0
togo,0,0,0,0,0,0,0,0,0
hundrgy,4,0,0,0,0,0,0,0,0
lightning mcqueen,0,0,0,0,0,0,0,0,0
aromatic,0,2,0,1,0,1,0,1,0
bum,0,0,0,0,0,0,0,0,0
zoro,0,0,0,0,0,0,0,0,0
sl,0,0,0,0,0,0,0,0,0
playboy,0,0,0,0,0,0,0,0,0
composing,0,0,0,0,0,0,0,0,0
belongings,0,3,0,0,0,0,0,0,0
scien,0,0,0,0,0,0,0,0,0
bluff,1,2,0,2,0,0,0,0,0
amputation,0,0,0,2,3,0,0,0,0
belly,0,0,0,0,0,0,0,0,0
disassociation,2,0,1,3,1,0,2,0,2
avalanche,0,0,0,0,0,0,0,0,0
enthusiasm,0,0,0,0,0,0,0,0,0
creeky,0,0,0,3,0,0,2,0,1
fullfillment,0,0,0,0,0,0,0,0,0
brazil,0,0,0,0,0,0,0,0,0
lad,0,2,2,0,2,2,0,0,2
bever,0,0,0,0,0,0,0,0,0
vines,0,2,0,1,0,0,1,0,0
jeremiah,0,0,0,0,0,0,0,0,0
moss,0,0,0,4,0,0,0,0,0
low,0,0,0,0,0,0,0,0,0
dogwood,0,1,0,1,0,0,1,0,0
voutcher,0,0,0,0,0,0,0,0,0
prmoise,0,0,0,0,0,0,0,0,0
obsessive,2,2,1,3,1,0,3,0,0
alpine,0,2,0,0,0,0,2,0,0
niece,0,0,0,0,0,0,0,0,0
grades,0,0,0,0,0,0,0,0,0
stark,0,0,0,0,0,0,0,0,0
hippo,0,0,0,0,0,0,0,0,0
sanrio,0,0,0,0,0,0,0,0,0
lame,0,0,0,0,0,0,0,0,0
televesion,0,0,0,0,0,2,0,0,0
